,id,text
0,1505412143994310656,RT @EliotHiggins: Nothing says more about the crass brutality of Putin's war in Ukraine than this satellite image of the bombed remains of…
1,1505412143591481344,RT @AP: @AP Researchers tracking only those Russian equipment losses that were photographed or recorded on video say Russia has lost more t…
2,1505412143570722817,"RT @DavidYankovich: “The fact is, I’ve gone head to head with Putin and made it clear we’re not going to take any of his stuff.”- @JoeBiden…"
3,1505412143394394113,"RT @StopVladdyDaddy: Russia reportedly violates another ceasefire as civilians flee; U.S. says up to 4,000 of Putin's soldiers have been ki…"
4,1505412141721038849,"RT @thebradfordfile: Is it just me, or is Joe Biden sending cash to Ukraine because Ukraine was sending cash to Hunter?"
5,1505412141620338692,RT @SamRamani2: BREAKING: Britain rules out a post-Ukraine war normalization with Putin's Russia
6,1505412141519540228,"RT @yangjianli001: The people of #Ukraine have shown the people of #Taiwan the vital importance of themselves standing up 2 aggressors.
Aft…"
7,1505412141293088769,"RT @OccupyDemocrats: BREAKING NEWS: In a MAJOR loss for Putin, the International Court of Justice rules that his invasion of Ukraine fits t…"
8,1505412140974604289,RT @spearsden: 「ＡＰが記録した死者の多くは、子どもと母親だが、ロシアは民間人は攻撃されていないと主張している」ＡＰマリウポリ報告　https://t.co/nSKz6hbOrQ
9,1505412140764889090,"RT @alexstubb: Putin achieves in three weeks:

1. European Ukraine

2. Isolated Russia

3. United EU

4. Enlarging EU

5. Militarised EU

6…"
10,1505412140424855554,"@thesiriusreport That's great but doubt they have too many. And spending 5-10 million per rocket to hit a target not very sustainable on any scale.  Great for taking out very high value targets but not going change much, Ukraine forces too spread out."
11,1505412139762483205,RT @Prithviraj_Nag: @AbhishBanerj Ukraine just banned all opposition political parties. Peak Liberalism…
12,1505412139737137152,"RT @TimothyDSnyder: Ukrainian celebrities are dying at the front. American celebrities, please use your platforms to make it clear that Rus…"
13,1505412139409883138,"RT @DSORennie: For China it is always, always about China. Ukraine and NATO and Russia are only a proxy for China’s resentment at Western “…"
14,1505412139221241858,"RT @dvillella: @SenTedCruz Putin was warned. Nevertheless, he persisted.

https://t.co/KcnSRXZwe4 https://t.co/N65LBj8uuH"
15,1505412138571120640,"RT @BSBonner: Ukraine lives to fight another day, but so does Kremlin terror state: World, stop buying anything from Russia, disconnect the…"
16,1505412138428506116,"RT @alexstubb: Putin achieves in three weeks:

1. European Ukraine

2. Isolated Russia

3. United EU

4. Enlarging EU

5. Militarised EU

6…"
17,1505412138210410497,"RT @OccupyDemocrats: BREAKING NEWS: In a major loss for Putin, NATO announces that it is sending an air defense system to Ukraine in order…"
18,1505412138130710528,"Mandy King          - March 18, 2022                                         As the war in Ukraine stretches on, it’s become increasingly clear to chief instigator Vladimir Putin and the rest of the world that the assault won’t produce the quick victory

https://t.co/3zpmiLbt9X"
19,1505412137619009538,"RT @McFaul: Putin will lose his unprovoked, senseless, inhumane war in Ukraine. The only unknowns are when and at what cost. The West must…"
20,1505412137568591872,"RT @OccupyDemocrats: If you’re a Democrat who is thrilled that, in a major loss for Putin, NATO just announced that it is sending an air de…"
21,1505412137312989184,#Ukraine ：ウクライナ軍によるFGM-148ジャベリン対戦車ミサイルシステムの実際の戦闘使用のまれな映像。 https://t.co/pPqNZn7d90
22,1505412136981381120,@JoeJSaltarelli The invasion of Iraq is nothing like ukraine.  Unless you want to create a category called invasions. The US carpet bombed cities and used illegal white phosphorus on civilians. All based on lies. The US wasnt sanctioned. (Iraq was) It was applauded.
23,1505412136817803264,"RT @American3141592: PSA: The political and military establishment, and the corrupt mainstream media are lying to you about Ukraine.

https…"
24,1505412136692068354,"RT @Amstel20111: When my daughter got back home from Ukraine.
I am grateful to God and FGN, through all the agencies of government used for…"
25,1505412136511627266,"RT @TimothyDSnyder: When Putin says that there is no Ukrainian nation and no Ukrainian state, he means that he intends to destroy the Ukrai…"
26,1505412135706275840,RT @StopVladdyDaddy: ‘It’s either kill or be killed’: the South Americans going to fight in Ukraine https://t.co/qryABPl4rr
27,1505412135588835329,RT @andersostlund: Belarusian railway workers sabotage a railroad in Belarus so hinder supplies to the Russian army in Ukraine. I guess the…
28,1505412135496601601,RT @FabianZuleeg: Unfortunately Boris Johnson shows times and times again that it is impossible for the EU to work with him constructively.…
29,1505412135005872129,"大聖堂の前はこんな感じ。賑やかでした。
We stand with Ukraineを掲げる方々も。 https://t.co/9Llw6CVcXA"
30,1505412134947246083,"@RBReich You mean like when msnbc &amp; cnn lied to us about Russian collusion, or a phone to Ukraine, or covid?"
31,1505412134762594304,RT @sunsetrs: @davidfrum Ukraine has the most tolerant liberal nazi controlled military?
32,1505412134703755265,"RT @Vesuvio_1209: ジョン・ボルトン元トランプ大統領顧問「バイデン大統領とNATOはウクライナ戦争に先立って大きな間違いを犯した」
👆これだけは言える。2020アメリカ大統領選挙でトランプを支持しなかったアメリカ人は『優秀』だった。
※トランプ政権なら確実にプー…"
33,1505412133965639681,"@JoeBiden #Zelenskiy Don't be a puppet of US and NATO. Love your people Save the country from ruin.Establish respectful neighborly relations with Russia.  Whatever happened is because of you.  The USAandNATO will only use Ukraine against Russia and enjoy it,but only Ukraine will be ruined."
34,1505412133881790471,RT @TheStudyofWar: NEW: Ukrainian forces have defeated the initial #Russian campaign of this war. Its culmination is creating conditions of…
35,1505412133722505217,"RT @tanita_tikaram: Unbelievably, Johnson has trumped himself with this one 🥺.. how can you watch the horrors in Ukraine &amp; heroism of the U…"
36,1505412133655560199,RT @UN_CFS: Read the statement by @UN_CFS Chairperson @GabrielFerrero1 on the impact of the conflict in Ukraine on global #FoodSecurity &amp; #…
37,1505412132657061890,RT @franakviacorka: Heroes! Belarusian railway workers disrupted the railway connection with Ukraine so that trains with Russian equipment…
38,1505412132338388992,"RT @ragipsoylu: “We shouldn’t give MIGs to Ukraine because it would be escalatory and Putin could attack NATO.” 

–— “how about Turkey give…"
39,1505412132053000196,"RT @OccupyDemocrats: BREAKING NEWS: In a major loss for Putin, NATO announces that it is sending an air defense system to Ukraine in order…"
40,1505412131520331776,"RT @SkyNews: Ukraine war: Thousands of Mariupol residents 'forcibly' taken to Russia, mayor claims https://t.co/SwG64WhkSf"
41,1505412131226734596,@judyhamomd @TiMoudou @OccupyDemocrats Sorry to hear about Ukraine I have faith in you
42,1505412131155419137,"RT @geberegziabhire: While the #IC focuses on the #Russia-Ukraine war, #AbiyAhmedAli &amp; his allies are preparing to reinvade #Tigray. #StopT…"
43,1505412131138715648,"@FroTrades This is the point of no return.
Covid19 destruction of economy, BLM/Antifa, followed by a questionable election, insane witch hunt on Jan 4th, massive lying about jabs &amp; now Ukraine is the bastion of freedom?
Too many bridges of Trust have been burned, things will only get worse."
44,1505412130983800837,RT @djrothkopf: Putin started this carnage without justification. He alone has made the decision to escalate. He has serially violated inte…
45,1505412130836664320,"RT @OmahaSpeak: Ukraine gets $800,000,000 of your money.  Congress just gave themselves a 21% pay raise with your money.  You get $5 gas. h…"
46,1505412130689880067,RT @RhodeIslandPSL: It’s a myth that the people of Ukraine had some deep-seated hatred of Russia and the Soviet Union. The vast majority of…
47,1505412130547576836,"RT @IAPonomarenko: I actually like the idea of establishing a full-fledged defense alliance of Ukraine, Georgia, Poland, Moldova, the Balti…"
48,1505412130471747587,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
49,1505412130299863041,"RT @ProtonMail: In addition to what we announced earlier, we are inviting our subscribers in #Ukraine who are unable to pay their subscript…"
50,1505412130199199745,"RT @jclvallee1: #ESPACE🚀Guerre en Ukraine : Trois astronautes russes ont rejoint l'ISS, dans un contexte de tensions extrêmes - https://t.c…"
51,1505412130039685121,"RT @KevinRothrock: Kamran Manafly, a 28-yr-old geography teacher in Moscow, rejected new guidelines on lecturing to his students about the…"
52,1505412129972752384,"RT @lilyslynch: I keep seeing commentators say that Putin ""destroyed German pacifism"". Apparently no one remembers that the German air forc…"
53,1505412129943343105,"RT @anadoluagency: Strategic meeting of Ukrainian, Russian leaders needed for permanent peace: Turkiye https://t.co/SvfU1hrw3z https://t.co…"
54,1505412129838739456,RT @spearsden: 「死は街を満たしている。露軍包囲開始後の死者数は地元当局によると２５００人を超えたが、続く砲撃のため全ての遺体を数えられていない。当局者は遺族に、危険すぎて葬儀はできないから路上の遺体は放置してと伝えている」ＡＰマリウポリ報告　https://t.…
55,1505412129473851393,RT @AydaNews: هل تسلم تركيا  منظومة الدفاع الجوي S400 الروسية التي تمتلكها إلى #أوكرانيا، مقابل مقاتلات F35 الأمريكية بالإضافة إلى رفع كافة…
56,1505412129402224642,"RT @olex_scherba: Deputy commander of #Russia’s Black Sea Fleet Andrey Paliy ain’t coming home from #Ukraine.

#StandWithUkriane #RussiaInv…"
57,1505412129280897024,RT @TomoMachi: 「ロシア正教のキリル総主教は、盟友プーチン大統領のウクライナ侵攻を祝福した。キリル総主教とプーチン大統領を結びつけるのはルースキー・ミール（ロシア的世界）という大ロシア主義。だが、総主教のウクライナ侵攻支持は、諸外国の正教会の反発を引き起こしている…
