,id,text
0,1505433316786380801,"RT @TrentTelenko: Between the end of April and Mid-May 2022, the Ukrainian Army will be able to counter-attack EVERYWHERE.

Because there w…"
1,1505433316614459392,"RT @Abrihet11: While the world is preoccupied with the war on Ukraine, Ethiopia and its allies are working to exterminate an entire populat…"
2,1505433316597682176,"RT @Louis_Allday: The propaganda campaign on Syria taught me that Western media isn’t simply biased, but knowingly &amp; systematically creates…"
3,1505433316396343296,"RT @mrsorokaa: Those who argue that Ukraine should give up its desire to join NATO don’t  understand Ukraine. At all.

It’s not about NATO,…"
4,1505433316111048706,"RT @anter_gol: The US sanctioned Russia &amp; @POTUS called Putin a “war criminal” for actions in Ukraine. In Ethiopia, Abiy Ahmed waged #500Da…"
5,1505433315993698307,RT @Angry_Voice: I won't join the absurd cult of Zelenskyy because he's corrupt (Paradise Papers) + I won't cave in to demands to ignore th…
6,1505433315888836613,"RT @Maya29854628: Ce n'est pas l'Ukraine...ça, c'est tous les jours au Yémen et tout le monde s'en branle...☹🤔 https://t.co/YE4N5yb9PZ"
7,1505433315381231617,RT @FortniteGame: We’re excited to share that @Xbox is joining us in this effort and is committing their net proceeds for Fortnite during t…
8,1505433315368710147,RT @FortniteGame: We’re excited to share that @Xbox is joining us in this effort and is committing their net proceeds for Fortnite during t…
9,1505433315255668739,"RT @MaajidNawaz: WATCH: 

Phenomenal interview. 

@LaraLogan dropping some real truth bombs on Russia, Ukraine &amp; the US 

Part 1/5: Western…"
10,1505433315255492608,"RT @BSBonner: Ukraine lives to fight another day, but so does Kremlin terror state: World, stop buying anything from Russia, disconnect the…"
11,1505433314718412804,"RT @TimothyDSnyder: Ukrainian celebrities are dying at the front. American celebrities, please use your platforms to make it clear that Rus…"
12,1505433314513072128,"@LenoirSeb Ou inversement, comme BHL en a le courage, on peut proposer aux Français va-t-en-guerre d'aller la faire en Ukraine... et d'abord à Emmanuel Macron. Quelques mots à changer. C'est à la bêtise qu'on devrait déclarer la guerre décidemment !! https://t.co/e8nZNin614"
13,1505433314135523330,"RT @ShiinaBR: A message from Epic Games before the start of Season 2:

""Epic is committing all its Fortnite proceeds from March 20, 2022 th…"
14,1505433313871335425,"Epic is committing all its Fortnite proceeds from March 20, 2022 through April 3, 2022 to humanitarian relief for people affected by the war in Ukraine.

https://t.co/IB2zcBBvuz"
15,1505433313854509057,RT @anders_aslund: These financial resources should be used to compensate all the victims of Russian aggression in Ukraine - material losse…
16,1505433313846038531,"RT @olgatokariuk: Day 24 of Ukraine resistance. 130 people saved from the rubble of destroyed Mariupol theatre, but the faith of hundreds t…"
17,1505433313514692608,"RT @KyivIndependent: ⚡️Air raid alerts go off in almost every region of Ukraine. 

Sirens have been activated in the Sumy, Mykolaiv, Ternop…"
18,1505433313279893505,RT @HarryYorke1: EXCLUSIVE: PM attended a secret Tory fundraising dinner attended by at least one donor with Russian links on the night Put…
19,1505433313233752068,"RT @mirai_nagasu: Hi guys, 
Please spread the word about Vadym whose skating is feeling the impact of what’s happening in Ukraine ♥️ 

Help…"
20,1505433313183682563,"RT @FortniteJPNews: Epicは、2022年3月20日から2022年4月3日までのフォートナイトにおける収益の全てを、ウクライナでの戦争によって影響を受けた人々の人道支援のために委任するとのこと。
詳しくはこちら
↓ ↓ ↓
https://t.co/Ggqe…"
21,1505433313112207368,"Guerre en Ukraine. Seul sur sa pyramide du pouvoir, Poutine est fichu https://t.co/WkRKWZK9uI via @courrierinter"
22,1505433313112174593,@ShiinaBR For the people who don’t know what it means: Epic will be donating all the money they make from fortnite from today till April 3rd to help out Ukraine
23,1505433313103814660,@JustinTrudeau https://t.co/NqYFOg87im
24,1505433313049075712,"RT @FortniteJPNews: Epicは、2022年3月20日から2022年4月3日までのフォートナイトにおける収益の全てを、ウクライナでの戦争によって影響を受けた人々の人道支援のために委任するとのこと。
詳しくはこちら
↓ ↓ ↓
https://t.co/Ggqe…"
25,1505433312864653316,"RT @rosebianca77: Je suis née en France. Je lis beaucoup de choses inexactes concernant la Russie. Depuis deux ans, avec cette crise du Cov…"
26,1505433312609079298,RT @BrianKarem: NOW: rough Ukrainian translation “We are on our land. You will be in it.” Signs seem across Ukraine https://t.co/wN7ds3Iio5
27,1505433311983796226,"RT @NotHoodlum: Colonel-General Sergei Beseda, head of intelligence providing Putin intelligence on Ukraine leading up to the war has been…"
28,1505433311396737026,"RT @TimothyDSnyder: When Putin says that there is no Ukrainian nation and no Ukrainian state, he means that he intends to destroy the Ukrai…"
29,1505433311333728256,"Russia – Ukraine War: War on Ukraine, Impacts Indian Press!   #IndianPress #RussiaUkraine #Telugu #TeluguStop

https://t.co/XETjF3yMTi"
30,1505433310964723713,"@Meryna40955825 @themarkloan @hutch__man @mrjamesob You could call in the Subnormal Goldman Sachs/EU to racketeer you out of €96 Billion with a Bomb Threat but they're too busy arming &amp; funding Remain funding #Putin for the War on #Ukraine

https://t.co/k7ZigFGpkb https://t.co/plY8j15C8m"
31,1505433310692007937,"@FortniteGame @Xbox Ukraine first attack us, but i want help people in Donetsk and Lugansk"
32,1505433310670905344,@ShiinaBR Pray for Ukraine https://t.co/nUQyJ3fbd3
33,1505433310230687746,RT @Youblacksoul: Look at the face of this young boy. What he have done? Refuse to kill or die? Was caught stealing food? Was just wanderin…
34,1505433309773541376,"RT @ZDFheute: Tag 25 im Ukraine-Krieg: Prorussische Parteien vorerst verboten, Kämpfe in Charkiw, Tausenden Ukrainern gelingt Flucht https:…"
35,1505433309739954178,"RT @annettedittert: What more would it take for the Tory party get rid of Johnson? So far he has repeatedly lied, broken the law, and now a…"
36,1505433309194735616,"RT @TimothyDSnyder: When Putin says that there is no Ukrainian nation and no Ukrainian state, he means that he intends to destroy the Ukrai…"
37,1505433309093969921,RT @spriter99880: The Ukrainian crisis has hit Lebanon: the country has faced a real food crisis due to the cessation of wheat deliveries f…
38,1505433308934852608,"RT @RachakondaCop: #Telangana government is ready to bear the expenses for the continuation of the medicine course of over 700 students, wh…"
39,1505433308813012992,RT @FortniteGame: We’re excited to share that @Xbox is joining us in this effort and is committing their net proceeds for Fortnite during t…
40,1505433308573822977,"RT @SamRamani2: Over the past 3 weeks, Germany has dragged its feet on arms exports to Ukraine and paid Russia 4 billion euros for gas"
