,id,text
0,1505418422783385600,"RT @maria_avdv: Today’s footage from Piatykhatky, Kharkiv. Here the Institute of Physics and Technology neutron source facility is located,…"
1,1505418422393442304,RT @mrjamesob: It’s been clear forever that Johnson possesses not a single shred of decency but I am *still* sometimes shocked at the depth…
2,1505418422380769281,"RT @flagnetwork_NFT: 🕊️The #FlagNetwork Charity Foundation would like to announce an event to support the people of Ukraine

🎁Total budget:…"
3,1505418422028574722,@Maggiesfarmer21 @trizzlor @agraybee Humanitarian aid does not include weapons. Does Elizabeth Bruenig support sending weapons to Ukraine?
4,1505418421978030082,"RT @Unique_Abstract: Island of Love Staryi Solotvin, Ukraine 🇺🇦 by Aleksandr Nesterovskyi https://t.co/4USsmS9tIx"
5,1505418421953040386,"@StateAbolition @80ef1b1416904ef @EuromaidanPress Well it is true. Easily fact checked. Google is free, my friend. I’d also say it matters quite a bit considering we’ve sent out over a billion dollars in aid to Ukraine."
6,1505418421659332609,"RT @McFaul: Putin has escalated his attacks on civilians in Ukraine, so the free world must escalate sanctions on Russia. Maintaining the s…"
7,1505418421529423872,"RT @Col_AYABE: “征服と占領の数学”はプーチンの思惑とは異なる
ウクライナ侵攻でのロシア軍戦死者数は、少なく見積もっても数千人と見込まれているが、これは過去の軍事作戦にないペースであり、国民の戦争への支持を脅かすかもしれない。
…記事の本旨からは外れるが興味深い部…"
8,1505418421441380354,"RT @alexstubb: Best long read of the weekend. Depth of Ivan’s thinking always impressive. Many new insights.

⁦@derspiegel⁩  https://t.co/D…"
9,1505418420778860544,"RT @BenQuinn75: Boris Johnson compares Ukraine's fight for freedom to ""the British people voting for Brexit 'in large numbers' :
""it was be…"
10,1505418420250357763,"@lookmomimhere @XXWolfie_MoonXX Hello. There is nothing funny about bullying, I'm a victim. I'm against bullying, and I made this video for awareness. https://t.co/e6t5U9DkMB

#GOD
#discrimination #racism #hatecrime #metoo #mentalhealth  #crown  #love #peace #stop #blm #putin #russia #ukraine #bullying #usa"
11,1505418420224933890,RT @rfloyd7: I confess. I am a Christian. I spent my vocational life as a pastor. My daughter is a pastor. We are a Christian family. But w…
12,1505418420057444354,"RT @TerryReintke: Maybe Johnson missed it, but just for the record:

Ukraine applied for EU membership 20 days ago.

The European Parliamen…"
